mass__g_,reclat,reclong
2600.0,31.73333,-101.505
13700.0,35.98728,-115.85828
13266.0,24.63633,-14.71633
641.0,34.45,-104.01667
120.0,25.39222,-0.03639
8350.0,30.9,-3.96667
476.0,-85.16324,-94.62127
13.9,-86.11736,-123.91361
67.1,-71.80417,36.29167
554.7,-71.67917,35.97778
76.0,20.25,-12.68333
710.0,51.65,5.61667
3.8,-32.01667,139.78333
33.6,27.08333,16.25
150.0,18.345,54.19833
414.0,18.24333,54.14167
21.5,19.24528,54.46278
2.0,-76.0819,156.02116
9.9,-76.01854,155.87893
10.1,-76.08199,156.0206
9.5,19.53098,55.17978
694.9,20.60242,57.37903
31.4,-71.75278,36.08889
362.7,19.31468,57.27343
400.8,18.34955,54.25013
21.2,19.29038,55.56208
113.4,19.30267,55.70097
1320.0,20.72112,57.1269
150.9,18.25432,53.99733
329.0,-25.23333,-69.71667
3.4,19.33265,54.79373
93.05,19.14362,54.8831
81.93,19.1422,54.88057
128.96,19.14145,54.8788
12.09,19.07285,54.77768
61.4,19.18973,54.6518
5.52,19.10735,54.61293
81.81,19.15535,54.71392
428.0,18.99225,54.41775
1305.1,18.56615,54.15795
208.2,18.2238,54.2463
1645.0,18.6213,54.43642
17973.0,18.63988,54.248
13.0,29.16667,3.73333
263.0,19.75707,56.66787
38.5,19.64747,55.74997
528.2,19.35357,55.6231
104.5,19.34395,55.74462
572.9,19.34562,55.87173
68.6,19.3388,55.71862
201.1,20.5274,57.13517
190.5,20.79367,57.17375
271.7,20.15998,56.64625
35.41,18.19232,53.80368
852.0,18.54717,53.9381
2936.5,19.61612,57.2698
97.7,19.3421,57.1693
913.1,19.40518,57.26818
39.0,-25.23333,-69.71667
1178.0,-25.23333,-69.71667
211.0,-25.23333,-69.71667
11.65,27.25253,16.08372
470.0,18.15363,54.10562
8.94,19.0823,54.77837
67.48,19.20305,54.78495
11.53,19.07152,54.77338
42.46,19.15545,54.71392
27.64,19.06712,54.77877
30.45,19.15895,54.70497
38.13,19.11375,54.82245
40.2,19.14068,54.67448
45.59,19.19477,54.65712
49.74,19.1112,54.61523
78.44,19.13882,54.87985
47.14,19.1382,54.67448
53.58,19.19707,54.6703
3110.0,19.35,54.8
163.0,19.01602,54.36783
40.5,19.0182,54.3723
44.7,19.01935,54.36903
236.6,18.56905,54.17113
268.0,18.57128,54.17105
110.0,18.56177,54.17217
388.7,18.61057,54.17155
1039.2,18.6031,54.17775
2448.0,19.18258,54.5945
222.2,18.15897,54.26892
362.2,18.1603,54.17717
2400.0,18.68038,54.14722
118.7,18.6345,54.27192
448.0,-24.85,-70.53333
434.0,-24.85,-70.53333
147.0,-24.85,-70.53333
442.0,19.74212,55.71987
32.5,19.64878,55.75525
1000.0,19.77455,56.72408
166.2,19.34918,55.5543
64.3,19.29798,55.74993
67.3,19.33897,55.5447
1200.8,19.36337,55.6354
16879.1,19.35885,55.54843
735.6,19.54553,56.04363
99.5,19.65625,56.0561
1453.1,19.33183,55.81017
660.5,19.31028,55.83092
1186.3,19.2893,55.71468
519.7,19.28098,55.78318
161.6,19.36147,55.89948
1589.2,19.27775,55.76402
1174.4,19.30128,55.80838
161.0,-24.68333,-69.76667
663.0,-24.68333,-69.76667
333.0,-24.68333,-69.76667
506.0,-24.68333,-69.76667
203.0,-24.68333,-69.76667
131.0,-24.68333,-69.76667
259.7,20.05013,56.02297
9.6,20.99245,57.3233
1.2,21.00295,57.32738
62.0,21.05525,57.25815
43.3,21.06637,57.2648
28.6,20.54122,56.68055
519.3,20.01585,56.55805
365.6,20.9964,57.28787
24.5,20.53812,56.66567
106.61,18.19028,53.80828
114.04,18.65415,53.92847
36.8,18.24983,53.99637
17.4,18.25435,53.99495
17.2,18.25393,53.99697
24.0,27.1975,16.062
69.0,27.2025,16.05267
68.0,27.91617,15.83783
478.0,3.405,-76.51
15500.0,40.45667,-102.57834
51.8,51.26667,13.9
87.0,21.04636,57.31033
32.5,21.05613,57.29243
4.83,-71.54694,35.40194
526.0,18.7899,54.48852
90.0,27.65533,15.99233
88.1,-25.4395,-69.884
42.0,20.99667,57.31667
467.0,34.2,131.56667
447.0,27.4445,16.27433
309.0,19.2409,54.93694
1.5,-72.98889,160.40528
12.31,-72.95108,160.51425
1.75,-72.988,160.40606
2421.6,19.75223,56.3106
86000.0,34.61667,-101.95
3396.0,37.35172,27.32997
10200.0,43.18111,13.75333
14000.0,46.21667,5.0
666.6,-19.48333,31.65
17000.0,24.3,-13.1
2476.0,27.51667,4.23333
140.0,27.619722,4.265
798.0,34.72453,-114.20883
118.0,26.94467,16.17933
525.0,27.12217,16.312
210.0,27.5965,15.8705
200.0,27.2,16.08333
522.0,27.21667,16.11667
243.0,18.73805,54.19367
2384.0,18.26333,54.24667
259.0,18.72545,54.18723
6.0,-30.7315,127.93917
2.0,-72.98917,160.40722
0.7,-72.98833,160.40694
8.9,-72.98833,160.40139
2.51,-72.99547,160.39372
15.5,-72.95488,160.47328
1.48,-72.95488,160.47328
434.0,28.6115,13.55833
674.3,19.75273,56.3103
457.5,19.87235,55.98085
581.0,18.4254,56.82262
132.0,20.57807,56.39488
199.0,-25.442667,-69.871167
34.5,-25.44,-69.884
299.2,20.93667,57.26111
4261.2,20.6845,57.14067
9000.0,50.31667,3.73333
175000.0,27.33333,-9.33333
21100.0,36.3,-104.28333
987.0,27.48333,3.8
1281.0,27.66667,4.01667
1301.0,27.50194,3.92111
114.0,27.52444,3.87361
145.8,34.70108,-114.18845
114.0,27.12267,16.50617
65.0,18.93075,54.672
1806.0,18.7247,54.39503
1.9,-72.99,160.40333
9.0,-72.99,160.40389
6.2,-72.99028,160.40194
0.8,-72.98889,160.40528
18.2,-72.98889,160.40528
4.9,-72.99083,160.4075
15.2,-72.98861,160.40639
13.6,-72.98972,160.405
1.0,-72.99,160.40306
3.4,-72.98972,160.40722
5.0,-72.98972,160.40722
4.9,-72.95194,160.45444
1.52,-72.99486,160.39875
8.25,-72.99547,160.39372
70000.0,27.16667,-9.5
4.0,31.33333,-4.33333
203.7,20.57092,56.38847
1223.2,20.78308,55.44327
4760.0,-30.21667,128.3
417.0,29.30167,-103.5
61.31,21.34422,55.45513
175.0,18.205,54.29783
1.77,-72.98167,160.43778
33.8,-80.25,153.5
37.1,-80.25,153.5
15.8,-80.25,153.5
2733.0,-86.45,-165.43333
1265.0,37.83333,-76.7
26.4,-76.68219,159.31165
269.0,27.61067,16.21867
1.6,-72.95488,160.47328
257.287,19.91167,56.3359
15.6,-84.25284,161.3734
5200.0,34.86667,-98.95
53.7,-76.68984,159.35622
277.0,11.7,-137.8
193.0,27.93133,15.8675
39.2,-76.3225,157.18472
8800.0,-30.60833,115.16667
745.0,21.66667,1.38333
6.7,-84.2536,161.38995
25.1,-84.29519,161.3213
3.6,-84.25041,161.4328
953.0,34.16722,-102.13361
552.0,35.37358,-115.34388
39.3,-77.03342,157.25235
0.5,-76.81765,158.19001
797.7,-76.67844,159.26614
283000.0,34.3,-103.13472
188.0,27.48083,16.31833
27.7,-76.30833,157.31083
26.1,-72.95502,160.43827
10.6,-72.98972,160.40778
22.7,-85.67975,-68.72444
896.9,-84.6278,162.00223
100.68,20.80225,55.44393
1119.8,20.81403,55.46177
934.7,20.80265,55.46678
266.01,20.11792,56.39452
13.0,35.62723,-114.04323
430.0,-21.19222,55.68639
242.104,-25.446333,-69.855333
12700.0,34.5,-105.83333
3618.0,48.28333,38.08333
192.0,27.51667,3.83333
104.0,27.71667,4.38333
162.0,27.6,4.2
313.0,27.65,4.25
488.0,27.48333,3.75
720.0,27.49722,3.87028
55.3,-76.84468,156.42927
40960.0,33.21667,-102.18333
200000.0,34.58333,-102.16667
1750.0,40.68333,-102.81667
9300.0,34.8,-103.31667
778.3,-86.71667,-141.5
43.1,-31.53333,127.1
18.5,-84.27423,161.34604
12.2,-84.24173,161.43651
7.4,-84.23729,161.45043
16.0,-84.24811,161.39274
305.0,30.33333,-5.83333
2900.0,39.63333,-100.5
156.48,20.5002,55.83432
331.0,25.53333,0.56667
90.4,25.21283,0.03898
991.0,21.32,56.41667
12000.0,19.0,81.0
45000.0,22.37778,71.42722
194.34,22.72192,48.95937
118.0,27.51667,3.91667
3130.0,27.66667,4.25
121.0,27.65,4.23333
123.0,27.5,3.93333
243.5,39.06667,58.86667
120.0,18.34167,54.195
114.5,19.22483,54.89417
4100.0,39.23,-102.99
0.64,-72.98167,160.43778
136.7,-86.71667,-141.5
59.1,-86.71667,-141.5
337.4,-86.71667,-141.5
22.3,-86.71667,-141.5
14.1,-84.23923,161.44448
14.0,-84.25138,161.38948
7.4,-84.2508,161.38827
4018.0,39.12417,-98.16778
17.4,-77.2,159.83333
422.0,30.9,-3.98333
174.0,31.1,-5.18333
5.1,31.96667,-4.41667
35.5,-75.83333,158.2
4239.0,45.7,43.7
53.8,-76.20733,158.49357
462.0,33.78333,-103.56667
21.06,-25.447667,-69.867333
105.0,35.16993,-114.45585
5.7,39.6884,-117.62422
107.0,-86.50985,-122.96218
29.5,-71.81667,36.34167
452.0,27.46667,3.76667
1009.0,27.46472,3.78167
324.0,27.5775,16.13633
161.0,27.7875,15.855
158.1,27.0345,16.14283
110.0,19.02833,54.49167
164.0,19.06167,54.55333
66.0,18.31667,54.14667
26.0,18.85167,54.66167
69.0,18.84667,54.665
2481.0,18.63867,54.72383
12.0,18.80167,54.29
1456.0,18.86,54.83167
5988.0,18.61333,54.5
973.0,19.05667,54.69833
320.0,18.58167,54.405
702.0,19.28167,54.83
230.0,18.68667,54.53333
88.0,18.22167,54.1
190.0,19.335,54.66333
375.0,28.98333,12.15
296.0,28.95,12.46667
2345.0,28.643,12.77533
207.62,19.68107,56.451
13.59,20.5569,55.84888
397.1,33.78333,-103.55
78.0,33.11861,-102.74056
20.78,21.13823,55.52492
1000.0,51.91667,8.38333
11800.0,45.46667,10.0
321.0,27.035,16.38133
262.0,26.911,16.45683
96.0,26.9,16.6
383.0,19.11045,54.87389
550.0,18.26585,54.32107
3.6,-72.98889,160.405
22.0,-72.98944,160.40722
13.6,-72.98889,160.40528
6.8,-72.98944,160.40611
44.1,-72.98944,160.40611
11.2,-72.97056,160.52306
0.1,-72.98944,160.40222
4.5,-72.98917,160.40417
5.6,-72.99394,160.3915
1.9,-72.99444,160.40167
8.3,-72.98972,160.39833
3.3,-72.99,160.40222
6.1,-72.98806,160.40389
25.091,19.95765,56.17768
22.0,31.33333,-4.33333
418.0,53.7,79.5
15.32,20.56278,55.88898
614.43,20.57935,57.1848
342.0,-16.66444,-69.04389
6669.2,20.4625,86.70278
111.0,27.71667,4.48333
115.0,27.55,4.08333
105.0,27.6,4.25
1539.0,27.5,4.28333
239.0,24.94778,6.94306
200.0,27.28333,16.1
1178.1,19.41667,54.75667
20.0,19.39333,54.78
3.5,-72.95194,160.46361
4.9,-72.9525,160.52389
6.32,-72.95192,160.51983
11.7,-72.95533,160.43857
23.33,-72.95413,160.5034
1267.0,28.548,13.0285
1227.0,29.22083,11.54067
2469.0,28.95933,12.334
1920.0,28.66,12.64833
204.55,19.20567,56.73055
1595.38,19.52688,56.83552
1362.5,19.51418,56.85202
4.97,19.98003,56.3846
331.9,19.99102,56.48062
421.9,19.99097,56.48333
419.8,19.98065,56.46865
304.9,19.97517,55.95402
235.47,19.58765,56.45477
551.39,19.71197,56.4675
36.132,19.78495,56.42195
1900.0,19.12782,55.55643
278.2,19.41828,55.31805
50.0,-30.50583,127.43417
27.925,22.02762,58.21053
4445.2,20.50788,55.77547
76.04,20.19485,57.2022
1033.0,20.72777,57.18842
76.04,20.19485,57.2022
112.41,20.92558,57.12225
356.7,21.25452,56.503
1606.9,20.90623,56.94885
579.1,18.20355,53.81112
380.0,25.43667,0.48806
3230.0,-27.2,31.31667
483.7,40.08528,-86.055
177.0,27.558,4.015
211.0,27.44317,16.32933
192.0,27.22183,16.2455
83.0,27.0715,16.11583
380.0,27.45,16.25
96.0,18.90415,54.70378
51.8,-24.85,-70.53333
313.9,-76.325,157.17834
3.2,-72.99,160.40722
1.7,-72.98972,160.4025
3.16,-72.99531,160.39394
8.5,-72.95404,160.53811
12.45,-72.99083,160.40833
119.3,-82.5,155.5
1532.7,19.58865,56.17588
16.0,19.72772,55.72535
199.51,19.90265,55.655383
12.6,19.53348,55.1749
89.4,19.53602,55.16712
105.6,19.5382,55.16833
24.0,19.52913,55.18165
3249.0,19.70128,56.36713
159.3,19.74035,56.33962
4747.9,19.7524,56.3304
802.6,19.75073,56.33088
28.9,19.75168,56.33057
13000.0,19.75377,56.29692
754.0,19.78957,55.97618
242.35,19.68102,56.45122
1015.0,19.77022,55.594
127.2,19.32947,55.31665
327.5,20.52627,55.90595
20.3,20.78388,55.44787
352.78,20.51942,55.85287
3166.74,20.56455,57.17792
646.1,20.50052,57.27052
1391.8,20.56233,57.37607
63.05,20.568,57.37422
16200.0,20.58298,57.3165
6289.88,20.70653,57.18392
71.1,20.72628,57.15972
43508.2,20.72918,57.189
24.9,18.91123,55.55702
2200.72,18.55927,53.89155
135.23,18.60453,53.88757
9.63,-30.15,126.42833
156.9,34.78698,-114.25052
34650.0,9.36667,42.41667
70500.0,27.66667,95.78333
1000.0,34.72,137.305
45300.0,-29.33333,27.58333
27.5,38.36667,140.86556
31650.0,37.75,139.0
138.0,27.68333,4.48333
992.0,27.63333,4.36667
236.0,27.55,3.76667
106.0,27.58333,4.08333
422.0,27.66667,4.21667
218.0,27.73472,4.31611
311.0,27.50361,3.67306
69.0,27.63139,4.10722
1917.0,28.05,0.16667
250.5,19.26795,57.13412
16000.0,-76.76228,158.77438
153.5,-76.69325,159.34809
141.5,-76.72213,158.71676
51800.0,33.58333,-99.8
28.27,-30.32,126.606
410.0,-29.16667,127.16667
116.0,-29.15,127.16667
206.0,27.37933,16.45817
526.0,27.46067,16.17083
38.0,27.18383,16.11433
172.0,27.33417,16.28733
1030.0,27.33083,16.28317
260.3,27.19083,16.29283
231.5,27.2315,16.32617
110.0,26.97583,16.467
1103.0,26.99533,16.44683
382.0,26.95,16.35
836.0,27.09317,16.04933
52.0,27.25,16.13333
7769.0,27.48717,16.44533
257.6,34.86,-102.12
274.0,-30.58333,128.66667
11.3,32.319,-111.077
256000.0,19.03333,54.51667
205.0,18.91903,54.71077
296.0,18.79307,54.62728
44.5,18.93638,54.72413
114.0,18.97162,54.69287
41.0,18.85703,54.64465
2132.0,18.74372,54.20047
2493.5,18.74215,54.1942
413.0,18.62467,54.09667
787.5,19.15383,54.71933
161.0,18.76392,54.23132
362.0,18.6169,54.73017
43.3,18.80833,54.47217
83.0,18.70103,54.18573
225.0,19.1073,54.78677
441.0,18.73127,54.82003
98.45,19.08235,54.45228
36.33,19.06693,54.51932
7.84,19.0504,54.4906
4.58,19.05335,54.49323
2350.0,48.66667,-97.11667
133.0,29.76306,4.23528
17.9,-24.85,-70.53333
65.0,-24.85,-70.53333
11.5,-24.85,-70.53333
0.9,-72.98972,160.40444
2.1,-72.99056,160.405
13.9,-72.95167,160.51111
8.23,-72.95333,160.48944
10.5,-72.95607,160.45233
8.3,-72.95488,160.47328
0.45,-72.95489,160.44224
6.5,-72.956,160.44775
4.38,-72.95528,160.44056
14.9,-72.95278,160.44083
16.1,-72.95333,160.5225
29.1,-72.95361,160.50528
0.5,-72.98833,160.40722
3.6,-72.99139,160.40528
29.0,28.68233,13.07083
1002.0,28.49033,13.3055
196.0,28.46233,13.1945
4055.0,28.58817,13.45083
45.0,28.64517,13.10217
378.0,28.6985,13.04117
880.0,28.65068,12.69125
16.715,19.92488,56.40488
493.8,19.87345,56.38538
43.0,19.98056,56.41206
81.6,19.73748,56.30732
241.0,19.0092,55.33403
3532.9,19.01055,55.31255
11700.0,38.44,-98.06667
187.0,-21.0909,26.4859
1530.0,38.525,-99.81
7100.0,-44.81667,171.13333
271.6,-72.45,160.335
40.0,-30.06,130.025
5.0,29.91667,-5.58333
1048.9,-29.62833,126.32167
8.9,50.90333,21.54983
75.7,21.37115,58.4071
475.15,21.3703,58.40793
95.44,21.34845,58.40785
43.83,21.34823,58.4079
22.72,21.36203,58.413
131.41,21.3729,58.40492
529.63,21.37602,58.41207
23.8,21.37162,58.4124
78.36,21.37107,58.41415
94.3,34.08333,-103.51667
52.1,34.08333,-103.61667
158.0,21.10912,56.9335
154.0,20.82752,57.30552
176.0,21.08833,57.29167
101.18,21.18697,57.20867
341.65,20.56093,57.3326
22.56,20.59093,57.19753
3.0,21.00382,57.26387
168.5,21.04395,56.965
1324.0,20.05132,56.59222
48000.0,46.4,30.8
4500.0,57.0,62.7
1183.0,25.46667,0.66667
102.0,25.33333,0.46667
284.0,25.45861,-0.13806
236.0,25.25,0.1
101.5,-31.58333,127.6
4705.0,19.696,11.52683
4.48,39.67917,-117.62675
30000.0,-28.09697,118.45561
500.0,-30.36417,131.3745
2738.5,19.97612,55.95483
1798.9,19.97933,55.95507
58.8,19.97985,55.95653
707.4,19.97967,55.95645
54.5,19.64717,56.21783
3600.0,34.12167,-102.695
10000.0,36.95,9.55
1303.0,-7.25,107.7
800.0,36.06333,140.145
84.0,27.56667,4.33333
429.0,27.63361,4.17306
11.43,-76.71667,159.33333
8.16,-76.71667,159.33333
21.0,31.92644,10.18961
106.7,35.04753,-116.73092
1369.0,35.05865,-116.76872
38.0,27.13383,16.331
379.0,27.19567,16.10033
1732.0,27.18367,16.11583
759.0,27.69983,15.72694
1641.0,27.11783,16.08533
429.0,27.0715,16.091
2195.0,27.643,15.90167
66.0,27.624,16.05117
113.0,27.62467,16.0545
175.0,27.18383,16.12883
1050.0,27.13017,16.23183
276.0,27.78717,15.95117
170.0,27.1885,16.35017
184.0,27.31033,16.2325
86.0,27.15183,16.23367
72.0,27.18783,16.1385
21.0,26.95,16.46667
100.0,27.08333,16.11667
34.0,18.07583,54.06717
309.0,18.79783,54.40437
105.5,18.21135,54.2995
569.0,18.43085,54.45638
473.0,18.72347,54.19185
46.87,-30.15383,128.07283
11.1,-72.98972,160.40667
3.7,-72.95167,160.51167
11.55,-72.95217,160.5225
11.5,-72.95363,160.44282
43.0,28.64533,13.43317
280.0,28.58883,13.1065
97.5,19.73768,56.11087
850.7,19.81618,56.66793
417.6,19.75092,56.33105
16.8,24.26,-102.14083
31.0,20.62837,55.53118
75.93,20.884,56.99377
318.21,20.40138,56.63825
3891.0,51.2,112.3
4629.0,12.83333,9.38333
88.0,27.61667,4.05
812.0,27.5325,3.81361
334.0,27.54194,3.82778
85.0,27.63889,3.93444
242.0,27.71722,4.44806
99.0,27.62167,3.95361
235.0,27.64611,4.39722
2110.0,27.62194,4.45556
83.0,27.60222,3.98528
1113.0,18.5,10.4
20.1,-76.7003,159.30852
13.9,-76.68252,159.34506
13.4,-76.69154,159.29707
13.2,-76.69016,159.38525
19.5,-25.23333,-69.71667
213.0,27.18717,16.189
331.0,27.16233,16.09533
72.0,27.15217,16.17317
86.0,27.16033,16.03533
132.0,27.1135,16.143
1225.0,27.24733,16.39733
133.0,26.98333,16.506
302.0,26.98133,16.50433
120.0,27.03017,16.53683
193.0,27.18567,16.31833
220.0,27.165,16.02083
616.0,27.70467,16.18917
96.0,27.292,16.112
171.0,27.19367,16.20767
173.0,27.91483,15.96183
772.0,27.44317,16.1855
291.0,27.1425,16.0595
103.0,27.3785,16.1855
65.0,27.59917,16.00233
349.0,27.90017,15.90117
94.0,27.18333,16.08333
35.0,26.93333,16.46667
162.0,26.75,16.43333
616.0,26.95,16.46667
1120.0,26.96667,16.4
37.0,27.13333,16.1
23.7,27.479,16.13933
156.0,27.15,16.1
44.0,27.16667,16.13333
2534.0,18.15333,54.17833
1001.0,19.18467,54.6725
70.0,19.10633,54.81883
194.0,18.72603,54.37865
1173.0,19.30618,54.49478
14944.0,18.66003,54.24553
26.4,19.30088,54.63938
170.0,18.81953,54.6138
248.0,18.85485,54.64018
267.0,18.71705,54.702
305.0,18.85002,54.62212
72.2,18.74547,54.1939
9680.0,19.136,54.82267
132.0,18.2025,54.05167
451.8,18.65183,54.77383
666.0,18.6676,54.60492
151.0,19.10633,54.81733
138.0,19.10322,54.79433
284.0,19.10742,54.8195
131.0,19.13333,54.81827
574.0,19.0949,54.80253
620.0,18.74142,54.1933
615.0,18.63618,54.52935
446.0,18.8068,54.43933
536.0,18.75168,54.36353
108.0,18.7513,54.36342
2683.0,19.16861,54.61667
181.0,18.71728,54.35902
65.0,18.7132,54.37458
206.0,18.71983,54.19695
36.0,18.44,54.47935
137.0,18.70712,54.18305
300.0,18.7888,54.41863
469.0,18.71768,54.19992
95.0,18.73567,54.19213
68.0,19.24068,54.89285
51.0,19.20182,54.78373
140.0,19.14145,54.6593
314.0,19.11283,54.82363
2220.0,19.106,54.81438
64.0,19.13788,54.66702
3518.0,18.9942,54.18137
218.0,19.20372,54.77657
44.0,19.10548,54.83808
1308.0,19.10795,54.81
167.0,19.1071,54.81638
652.0,19.09915,54.80073
988.0,19.1046,54.80945
233.0,19.10777,54.81222
94.0,19.12023,54.79698
633.0,19.10097,54.80688
116.0,19.31245,54.71187
379.0,19.34538,54.73505
945.0,19.3415,54.72497
503.0,19.37513,54.74853
53.0,19.41362,54.76867
195.0,18.81928,54.61427
376.0,18.245,54.40912
1856.0,19.72137,54.67897
43.0,29.73972,4.22139
16.7,-24.85,-70.53333
91.0,-24.85,-70.53333
10.3,-24.85,-70.53333
325.0,27.26667,6.76667
64.11,-30.757,127.938
3.2,-72.95194,160.50056
13.9,-72.99222,160.40028
0.6,-72.98944,160.40222
4.5,-72.95275,160.4975
0.17,-72.95297,160.44314
22.1,-72.95502,160.48016
5.9,-72.95341,160.52175
9.5,-72.9556,160.43857
2.57,-72.95563,160.45233
24.79,-72.95583,160.43833
60.33,-72.97139,160.46083
123.3,-72.97667,160.45111
3.5,-72.96083,160.54583
0.7,-72.99333,160.40778
3.5,-72.98417,160.48694
40.94,26.61667,26.19933
120.0,28.75467,12.58683
487.0,28.60783,13.17
590.0,28.46183,13.1985
3600.0,28.47817,13.01983
27064.0,29.1,12.31667
168.0,29.2355,13.44517
631.0,29.91403,13.04047
53.5,-30.568,129.713
1100.0,-30.31667,129.73333
284.6,19.74868,56.32008
701.0,-24.68333,-69.76667
163.0,27.16667,-9.5
359.0,26.784,-12.8335
11410.0,55.0,82.9
28.8,-25.4425,-69.877167
931.9,20.819,57.26367
190.58,21.03364,57.32064
180.0,25.40361,0.52528
9.0,30.93472,10.06945
13.4,30.93417,10.06935
650.0,-71.83333,35.5
1967.0,31.0,75.0
238.0,35.73333,139.75
340.0,42.71667,-99.38333
18000.0,43.48333,118.61667
12.0,38.13333,14.96667
4180.0,35.66667,136.3
750.0,57.16667,65.53333
1.2,20.58333,-104.06667
11090.0,-21.65972,140.90694
462.0,20.6,52.5
1400.0,-41.18333,148.03333
500.0,37.5,-79.75
41.0,-27.66667,-67.11667
10.0,-41.5,145.41667
7700.0,36.08333,-84.2
18400.0,37.26667,-99.33333
27300.0,-38.91667,-69.2
76.0,36.91667,3.91667
40000.0,-30.63333,-64.88333
500000.0,-33.11667,-60.96667
2066.0,-23.83333,27.91667
113.0,49.883333,-103.6
4762.8,30.91667,-103.06667
7.3,32.7,128.85
110.0,26.05,25.66667
20.5,29.5,-98.0
12.0,33.75,-98.83333
2500.0,50.375,21.73333
92000.0,-48.58333,-67.41667
13000.0,40.66667,-96.75
9000.0,-25.66667,117.0
639.5,42.83333,-74.5
410.0,55.95,125.4
3.3,-40.73333,146.96667
0.6,-84.27177,161.41129
0.8,-84.27807,161.39748
997000.0,-29.41667,-66.85
50.0,-34.66667,-59.36667
46.0,42.76667,-104.35
34.0,44.75,-79.88333
79900.0,33.13333,-5.56667
8.0,19.93333,51.21667
18000.0,35.96667,-77.96667
130.0,34.5,-107.0
8.0,59.98333,117.58333
353.0,42.31667,-72.63333
14300.0,49.96667,17.9
2150.0,43.8,-117.0
725.0,34.0,-84.8
400000.0,34.7,117.0
524.0,38.17,-110.36667
1533.0,-28.88333,-66.66667
2750.0,40.25,-100.5
18.0,20.0,50.0
44500.0,32.86583,-97.32306
235.0,38.98333,-111.85
20.0,49.75,14.41667
101.0,40.31667,126.91667
39.5,-30.48333,126.25
203.0,36.03333,138.08333
10000.0,21.43333,-102.56667
190.0,34.555,-101.63
376.0,49.41667,21.7
100000.0,31.2,112.5
600.0,-26.16667,-49.93333
153.0,27.04617,16.37217
346.0,27.66667,4.46667
362.0,27.5,3.83333
471.0,-30.23433,130.60067
116.0,27.0465,16.37267
1856.0,18.73168,54.39702
100.0,28.686,12.90267
2000.0,31.41667,-4.18333
146.0,25.14361,0.39639
1900.0,42.45833,18.44167
275.0,19.12072,54.77867
5.0,-72.95275,160.49819
4230.0,34.8,-103.31667
51.2,-72.983333,75.252222
1209.0,28.482,13.31867
12.4,-84.27677,161.40598
161.8,20.79907,55.4247
28.9,-84.25739,161.34258
269.8,-85.66667,175.0
565.0,19.22833,55.18
502.0,-84.27666,161.64926
4.2,-84.25441,161.38531
8250.0,-25.0,-70.46667
21.1,-76.69167,159.29195
59.4,-76.69139,159.29
5362.7,-85.66667,175.0
626.0,-85.66667,175.0
6800.0,37.28333,-113.78333
11.1,-84.25638,161.37743
8.6,-84.25682,161.41569
17.7,-84.25643,161.37728
40.0,-76.69222,159.34972
2200.0,18.34167,54.18833
9.8,-76.27713,156.46146
331.2,-85.66667,175.0
3.9,-84.26791,161.43561
11.9,-84.25867,161.41623
1.9,-84.24613,161.4638
1456.0,57.81667,16.23333
21.0,-76.68656,159.34901
1851.6,-76.70139,159.38861
1594.9,-76.705,159.37944
726.8,-76.69806,159.3875
9.9,-76.69972,159.39889
4.2,-76.27366,156.476
4.1,-76.27008,156.54171
6.6,-76.27359,156.48414
23.1,-76.29366,156.36046
3.4,-76.04157,156.3003
2031.0,-85.66667,175.0
28.8,-84.28677,161.3542
19.4,-84.2882,161.33793
9.4,-84.26708,161.3688
21.8,-84.25945,161.34653
6.4,-84.26032,161.38016
27.9,-84.25466,161.35175
2.3,-84.25628,161.39613
10.5,-84.27142,161.42937
43.9,-84.29543,161.3217
34.5,-84.28333,161.08333
111.3,-84.23816,161.43873
13.5,-84.23535,161.46533
17.6,-84.28456,161.33846
8.8,-84.2838,161.34398
13.4,-84.24884,161.42585
7.7,-84.26728,161.4481
117.6,-84.26667,161.5
186.5,-86.56667,-165.11667
251.03,20.6205,56.14523
6.2,35.65868,-114.02573
44.5,-71.73472,35.77222
0.6,-76.82235,158.20609
32.3,-76.70306,159.38944
115.4,-76.70278,159.40139
3.6,-76.69083,159.3725
2.5,-76.68889,159.35889
28.3,-76.70167,159.40083
23.7,-76.70167,159.40083
13.1,-76.68806,159.36084
8.7,-76.68806,159.36084
7.2,-76.68778,159.36028
16.2,-76.69306,159.39222
8.4,-76.69278,159.39222
88.4,-76.70306,159.39972
19.7,-76.69472,159.38944
4.4,-76.68778,159.36
15.0,-76.68944,159.38417
584.0,18.48167,54.135
3.6,-76.28863,156.43292
4018.3,-85.66667,175.0
840.4,-85.66667,175.0
142.1,-85.66667,175.0
31500.0,40.25,-110.08333
1.4,-84.25529,161.43171
1.6,-84.2558,161.44739
3.9,-84.2561,161.42018
2.5,-84.26733,161.42405
13.8,-84.28333,161.08333
38.6,-84.28333,161.08333
3.9,-84.24289,161.48879
3.1,-84.25051,161.40302
3.2,-84.26961,161.37881
15.9,-84.29352,161.32904
8.4,-84.60384,162.16312
3072.0,17.9695,54.06633
27.4,-71.72361,35.74167
9700.0,25.1,81.53333
12.9,-76.83832,156.33708
379.0,-76.69389,159.37306
82.7,-76.28722,157.23278
5.2,-76.28817,156.43216
6.4,-76.26825,156.49748
4.6,-76.26579,156.5072
159.9,-30.668,129.462
2191.4,19.95119,56.32686
57900.0,39.975,-102.26667
60.2,-84.28049,161.39122
9.2,-84.27689,161.37595
