mass__g_,reclat,reclong
2356.0,19.10067,54.82
1491.0,19.10533,54.81283
203.0,19.1495,54.7555
90.0,19.21083,54.7195
33.0,19.1275,54.83567
160.0,19.17867,54.87417
565.0,19.11717,54.826
112.0,19.15733,54.8665
161.0,19.14867,54.84733
946.0,18.32967,54.4805
1185.0,18.755,54.50833
7.61,18.92655,54.2624
506.0,18.71522,54.37633
2516.2,18.39818,54.07842
281.1,19.33263,54.77822
361.0,18.7864,54.62955
2984.0,19.33517,54.79183
76.0,18.89137,54.62413
195.0,19.00248,54.53837
753.0,18.87373,54.58605
1150.0,18.73953,54.19547
356.0,19.274778,54.672972
385.0,18.70117,54.19683
1812.0,18.745694,54.267167
650.0,19.0315,54.3735
58.0,18.23083,54.09
43600.0,18.27833,54.285
184.0,19.14,54.77
52.0,19.11667,54.785
85.0,18.6672,54.3662
34.0,18.79508,54.15128
192.0,18.72992,54.37463
66.0,19.315,54.53
104.0,19.29667,54.56833
1785.0,18.412,54.16783
44790.0,18.43333,54.1
11.7,18.24862,54.00363
324.0,18.92667,54.56667
630.0,18.41533,54.18233
198.9,19.4514,54.6524
666.0,18.404,54.2415
50.4,19.01882,54.37352
1134.0,18.40867,54.59533
1064.0,18.92633,54.41283
4652.0,18.51133,54.60783
1045.0,19.1175,54.82683
70.0,18.45428,54.43658
26.0,18.69617,54.37
43000.0,18.2735,54.21367
5300.0,19.08833,54.79267
948.0,18.68783,54.41217
530.0,19.2872,54.63597
231.1,19.55387,54.03053
488.0,18.48683,54.35033
510.0,18.49767,54.33017
194.0,18.42083,54.428
78.0,19.17017,54.56867
36.0,19.05767,54.54567
360.0,18.67267,54.42917
996.0,18.95167,54.28117
556.0,18.76433,54.387
274.0,18.918,54.35383
1254.0,18.93583,54.3195
4558.0,18.96133,54.3685
240.0,18.88133,54.39867
1124.0,19.13333,54.65267
1357.0,18.69667,54.37167
3770.0,18.712,54.40033
88.0,19.1425,54.76917
46.0,18.82583,54.4295
330.0,18.94267,54.319
44.0,18.9665,54.28167
144.0,18.92283,54.57283
422.0,19.13905,54.87353
4388.0,19.36518,54.51565
153.0,19.2701,54.49733
318.6,19.65395,54.2377
199.9,19.61972,54.14843
769.3,19.61977,54.14807
22.3,18.188,54.2698
700.5,18.20358,54.29502
984.0,18.52065,54.47985
124.0,18.99178,54.59548
1540.0,18.91025,54.63185
238.0,18.95435,54.6369
25000.0,19.08188,54.71472
2222.0,18.57053,54.164
66.0,19.10778,54.82167
4.4,19.10889,54.82722
1414.0,19.14972,54.58583
12.1,19.07833,54.50556
19.2,19.05667,54.5125
81.0,19.05556,54.50917
34.4,19.07611,54.57556
35.3,19.16083,54.75667
123.0,19.18639,54.61472
20.9,19.2025,54.5875
88.0,19.23722,54.74583
193.3,18.92056,54.61639
271.5,18.92722,54.57972
238.9,18.92972,54.57139
256.0,18.525,54.11667
99.0,18.14,54.16167
206.0,19.17667,54.625
58.4,18.62717,54.75083
178.3,18.6305,54.73283
50.0,18.66933,54.728
110.2,18.70933,54.303
85.6,18.75783,54.4365
1910.0,18.32667,54.21833
2006.0,19.03833,54.515
7285.0,18.65,54.135
200.0,18.45167,54.03167
411.25,19.35333,54.825
416.0,18.57,54.28667
658.0,18.33667,54.22167
688.0,18.21833,54.10667
618.0,19.03333,54.515
946.0,18.14167,54.08667
794.0,18.26833,54.12167
116.0,19.32833,54.705
58.0,18.32833,54.035
62.0,18.345,54.19667
76.0,18.44333,54.21667
1345.0,18.915,54.6
112.0,18.82167,54.22667
615.0,19.03452,54.84602
4623.0,19.09138,54.79483
246.0,18.65233,54.73462
111.0,19.10745,54.80967
680.0,19.10633,54.81735
139.0,19.1073,54.81752
49.0,19.10677,54.82085
480.0,19.11203,54.8059
126.0,19.10895,54.81452
160.0,19.10847,54.79945
5000.0,19.13922,54.83312
1057.0,19.03612,54.88805
1033.0,19.03585,54.88523
1176.0,19.0388,54.88197
594.0,19.30042,54.53087
8000.0,19.3023,54.53087
162.0,18.70388,54.20318
446.0,18.78095,54.7802
209.0,18.91728,54.71143
395.0,18.86248,54.43
80.0,18.93593,54.63105
120.0,19.16585,54.75222
855.0,19.11102,54.92111
31.0,19.15,54.58333
476.0,18.72333,54.865
240.0,18.38833,54.29167
288.0,18.32833,54.19333
434.0,18.335,54.2
315.0,19.00667,54.39333
48.0,18.85833,54.71333
368.0,18.37333,54.13
86.0,18.42,54.24667
173.0,19.19667,54.70333
5.0,18.31667,54.14833
14.0,18.89833,54.705
102.0,18.18833,54.16667
2392.0,19.31528,54.51786
250.0,18.70953,54.36465
362.0,18.7166,54.36753
604.0,18.72268,54.3756
751.0,18.72237,54.3784
247.0,18.71897,54.36953
859.0,18.72663,54.37452
113.0,18.71848,54.22
593.0,18.72607,54.38083
692.0,18.7271,54.37072
1100.0,18.72745,54.38548
242.0,18.71975,54.37838
283.0,18.71863,54.37952
466.0,18.81857,54.37443
215.0,18.71272,54.37388
56.0,18.7095,54.54132
371.0,18.71905,54.36962
289.0,18.70292,54.36708
55.0,18.70173,54.36642
687.0,18.7281,54.38103
183.0,18.67985,54.41197
537.0,18.7246,54.19162
334.0,18.74012,54.37328
764.0,18.7395,54.37357
723.0,18.74225,54.37987
5000.0,18.7288,54.19053
176.0,18.74047,54.19965
482.0,19.15362,54.71268
1332.0,19.12012,54.814
361.0,19.11212,54.82022
830.0,19.10948,54.8162
146.0,19.1079,54.81267
1395.0,19.10982,54.81738
400.0,19.11953,54.83563
1511.0,19.09815,54.80662
633.0,19.098,54.80357
424.0,19.11628,54.8095
500.0,19.1005,54.77292
425.0,19.09908,54.8067
698.0,19.2663,54.6714
1653.0,19.27163,54.66957
109.0,19.30317,54.6985
126.0,19.30697,54.71355
101.0,19.4212,54.7952
147.0,19.42977,54.80397
255.0,19.05333,54.53333
207.0,18.25167,54.425
166.0,18.68333,54.21833
329.0,19.34333,54.73333
362.0,18.42112,54.58853
471.0,18.85383,54.647
195.0,18.83062,54.76645
114.0,18.85012,54.62327
295.0,18.8473,54.53538
212.0,18.90333,54.70452
1200.0,18.57135,54.71478
590.0,18.95472,54.80468
519.02,19.06843,54.53502
1260.0,18.50428,54.0859
19.32,18.5581,54.1039
99.81,18.9622,54.59012
89.45,18.9622,54.59012
23.86,18.97923,54.62818
225.86,19.05978,54.56268
15.68,19.04493,54.47637
160.09,18.64482,54.00393
126.0,18.52833,54.00333
62.0,18.45833,54.57167
93.5,19.17833,54.825
50.0,19.16,54.58667
8.0,19.205,54.52667
60.0,18.66667,54.16
795.0,19.13667,54.56333
1500.0,19.105,54.81167
508.0,18.20833,54.12
86.0,19.24333,54.53667
74.0,19.095,54.73167
38.0,19.125,54.67833
400.0,19.085,54.77
737.4,19.30022,54.85844
8.1,19.38517,54.83367
243.2,19.1402,54.68142
20.89,18.26817,54.15067
440.0,40.08173,-115.93673
16000.0,-36.5,142.03333
59.8,-85.33333,166.5
126.2,-85.33333,166.5
189.9,-85.33333,166.5
112.0,38.41667,-106.58333
6760.0,39.61667,-100.46306
46050.0,35.9,-101.9
132.0,29.53722,4.22639
91.0,30.13028,4.48306
2886.4,30.01965,4.55562
720.0,29.975,4.66667
156.0,29.36667,4.75
301.2,29.91667,-5.41667
1389.0,23.45,-1.86667
4500.0,23.66667,-1.81667
73.5,29.28333,30.85
240000.0,23.28333,-10.81667
11.0,-24.85,-70.53333
9.0,-24.85,-70.53333
46.0,-24.85,-70.53333
35.0,-24.85,-70.53333
45.0,-24.85,-70.53333
72.0,-24.85,-70.53333
54.0,-24.85,-70.53333
3.1,-24.85,-70.53333
1.9,-24.85,-70.53333
319.0,-24.85,-70.53333
118.0,-24.85,-70.53333
52.0,-24.85,-70.53333
66.5,-24.85,-70.53333
46.5,-24.85,-70.53333
57.0,-24.85,-70.53333
11.5,-24.85,-70.53333
15.8,-24.85,-70.53333
163.0,-24.85,-70.53333
14.1,-24.85,-70.53333
230.0,-24.85,-70.53333
22.5,-24.85,-70.53333
12.6,-24.85,-70.53333
45.0,-24.85,-70.53333
17.8,-24.85,-70.53333
10.5,-24.85,-70.53333
139.0,-24.85,-70.53333
23.0,-24.85,-70.53333
24.4,-24.85,-70.53333
84.0,-24.85,-70.53333
161.0,-24.85,-70.53333
23.3,-24.85,-70.53333
24.2,-24.85,-70.53333
333.0,-24.85,-70.53333
22.1,-24.85,-70.53333
39.0,-24.85,-70.53333
584.0,-24.85,-70.53333
130.0,-24.85,-70.53333
20.5,-24.85,-70.53333
37.0,-24.85,-70.53333
11.3,-24.85,-70.53333
20.4,-24.85,-70.53333
298.0,-24.85,-70.53333
99.0,-24.85,-70.53333
91.0,-24.85,-70.53333
282.0,-24.85,-70.53333
1.5,34.65433,-117.59638
30250.0,-38.68333,-61.1
4175.0,39.83333,-103.21667
8210.0,-76.29861,157.33083
778.8,-76.30111,157.18333
545.6,-76.32861,157.23
263.0,-76.2725,157.19722
218.6,-76.29333,157.27389
5.0,-76.29722,157.33278
23.9,-76.30528,157.30889
71.9,-76.2825,157.24055
78.9,-76.30139,157.27861
3.2,-76.28389,157.25083
46.0,-76.32889,157.22972
9.3,-76.31056,157.19889
18.6,-76.29611,157.23917
115.1,-76.28056,157.24028
11.8,-76.29722,157.30528
167.0,-76.28722,157.22528
142.8,-76.285,157.28889
112.6,-76.28278,157.21167
0.3,-76.28028,157.23583
26.6,-76.32833,157.21528
21.5,-76.29,157.32333
37.2,-76.28083,157.23055
27.5,-76.29806,157.275
80.8,-76.30972,157.31333
38.9,-76.30389,157.27306
168.9,-76.27472,157.18472
151.7,-76.2875,157.21167
34.7,-76.32417,157.18722
112.9,-76.32917,157.20167
50.3,-76.32778,157.23222
11.7,-76.30195,157.27277
57.5,-76.30917,157.19083
3702.0,-76.27247,157.15495
2928.5,-76.04491,156.06704
476.0,-76.05056,156.44307
327.5,-76.28528,157.17764
147.9,-76.26584,156.49606
19.6,-76.27009,156.46006
17.4,-76.26954,156.46365
3.9,-76.26837,156.4676
8.3,-76.26825,156.46269
39.0,-76.26494,157.10053
53.6,-76.28424,156.4513
34.4,-76.27442,156.4925
88.4,-76.0453,156.47553
23.9,-76.05224,156.43364
10.8,-76.04142,156.09541
35.7,-76.27022,156.46079
96.2,-76.0454,156.47609
12.6,-76.26778,156.48598
13.3,-76.27827,157.15607
81.7,-76.2786,157.22687
21.1,-76.26903,156.46517
1.3,-76.28153,156.413
3.0,-76.2773,156.4595
103.6,-76.28222,156.5107
280.4,-76.26709,156.49726
21.6,-76.27414,156.5056
11.5,-76.26861,156.49583
25.0,-76.2786,156.52637
245.5,-76.28055,156.43731
157.2,-76.26492,156.54171
6.5,-76.26444,156.55681
8.6,-76.28131,156.43212
16.4,-76.26602,156.45969
27.5,-76.28084,156.47723
35.1,-76.27825,156.47509
158.8,-76.28667,156.35727
58.1,-76.27683,156.38406
51.0,-76.29089,156.46661
48.5,-76.27116,156.42168
18.7,-76.28632,156.46017
26.1,-76.27323,156.41981
8.9,-76.2706,156.4296
35.5,-76.28915,156.40901
2.8,-76.26702,156.45029
19.9,-76.28104,156.403
7.9,-76.2918,156.38742
21.4,-76.28599,156.44997
13.9,-76.2806,156.49971
3.1,-76.26747,156.44206
20.6,-76.27537,156.44138
4.8,-76.26852,156.44275
16.1,-76.27802,156.47659
735.6,-76.03088,156.00672
646.4,-76.01907,155.70093
731.4,-76.03705,156.12958
426.2,-76.04524,156.26793
139.7,-76.05565,156.27849
239.6,-75.99244,155.57338
134.9,-76.04682,155.97254
52.6,-76.05532,156.03296
71.4,-76.05506,156.30897
65.3,-76.03686,156.20215
4.4,-76.09148,155.99633
4.7,-76.0539,156.34312
11.4,-76.03095,156.03015
26.2,-76.09364,156.16849
5.8,-76.04222,156.12818
15.1,-76.04583,156.45769
22.1,-76.05721,156.33781
32.1,-76.099,156.17471
14.5,-76.05125,156.42403
7.7,-76.05117,156.44728
1.9,-76.04886,156.3571
1.2,-76.08197,156.02168
3.8,-76.05402,156.34214
6.4,-76.01486,155.85108
199.9,-76.2886,157.22118
385.5,33.79,-103.56333
573.0,37.01667,-101.88333
1797.0,-29.45,143.6
190.0,-25.29647,133.20006
5000.0,34.61167,-115.03333
1908.0,-24.22983,-68.89253
2500.0,47.95833,-96.7
2300.0,34.47,-101.75833
6700.0,36.81667,-101.90833
105000.0,45.33333,-102.08333
19400.0,36.33333,-104.05
100000.0,39.61667,-94.86667
1861.0,-30.44028,121.25694
1700.0,34.0,-101.5
8600.0,31.38972,-99.40583
21360.0,44.04833,-96.59167
6266.0,33.98333,-101.33333
97.7,-30.81667,128.21667
34.6,-30.15,128.08333
28.6,-30.15,128.08333
104.0,-30.78333,127.75
42.94,-30.16667,126.08333
52.0,-29.58333,128.91667
100000.0,34.71637,-114.22197
9062.0,36.71667,-86.56667
7.4,-72.95167,160.50889
5.6,-72.95167,160.50917
0.7,-72.9525,160.5075
11.6,-72.96361,160.53667
1.2,-72.98889,160.40583
1.2,-72.98889,160.40472
3.5,-72.98667,160.4025
26.6,-72.98917,160.40528
13.3,-72.98778,160.40944
5.4,-72.99,160.40639
6.5,-72.99,160.40389
9.8,-72.97333,160.47472
76.4,-72.95417,160.4475
9.5,-72.95194,160.50833
5.1,-72.95222,160.4625
18.2,-72.99222,160.4
1.9,-72.9925,160.40167
19.6,-72.99222,160.39611
0.7,-72.98944,160.40222
0.3,-72.9925,160.39528
5.5,-72.98694,160.40833
4.0,-72.95167,160.52139
1.8,-72.95236,160.50719
10.5,-72.95169,160.51428
3.26,-72.95147,160.51397
2.65,-72.95217,160.52081
2.71,-72.95233,160.52183
17.39,-72.95272,160.48664
10.17,-72.95275,160.49833
26.11,-72.95275,160.49833
6.74,-72.95156,160.51194
7.18,-72.95144,160.51325
1.31,-72.95161,160.51408
3.35,-72.95161,160.51408
3.84,-72.95164,160.45825
9.57,-72.99542,160.39733
26.43,-72.99558,160.39492
12.05,-72.95233,160.45447
352.2,-72.95281,160.44414
19.51,-72.99478,160.39561
14.96,-72.95669,160.47436
17.16,-72.95228,160.50106
4.0,-72.95275,160.44483
19.7,-72.95267,160.46532
41.4,-72.95275,160.4837
26.0,-72.95245,160.49077
13.7,-72.95312,160.49633
3.9,-72.95202,160.50618
4.0,-72.95202,160.50618
1.0,-72.95058,160.51718
1.2,-72.95145,160.51087
1.8,-72.95305,160.45358
2.4,-72.95293,160.45298
7.1,-72.95488,160.47328
3.3,-72.95488,160.47328
1.6,-72.95488,160.47328
1.2,-72.95488,160.47328
1.2,-72.95488,160.47328
2.5,-72.95488,160.47328
2.4,-72.95488,160.47328
1.2,-72.95488,160.47328
1.6,-72.95488,160.47328
5.5,-72.95404,160.52236
6.9,-72.95488,160.47328
1.3,-72.95488,160.47328
16.5,-72.95488,160.47328
5.5,-72.95413,160.50524
13.1,-72.9544,160.49912
3.3,-72.95431,160.50142
5.2,-72.95395,160.50405
15.8,-72.9556,160.43857
9.3,-72.95506,160.43857
30.4,-72.95417,160.52512
108.1,-72.95488,160.47328
21.0,-72.95364,160.44301
7.8,-72.95431,160.50065
60.48,-72.99444,160.41111
7.4,-72.95725,160.49851
8.3,-72.95488,160.47328
8.29,-72.95667,160.43166
9.11,-72.95431,160.50126
10.3,-72.95488,160.47328
2.2,-72.95417,160.50218
0.8,-72.95488,160.47328
0.7,-72.95556,160.44591
2.8,-72.95488,160.47328
6.22,-72.96002,160.48444
0.61,-72.95488,160.47328
10.2,-72.95359,160.50952
33.6,-72.95564,160.51258
18.3,-72.95556,160.4661
2.1,-72.95556,160.47221
13.4,-72.95489,160.44316
12.65,-72.95488,160.47328
15.03,-72.95488,160.47328
4.05,-72.95431,160.50126
3.93,-72.95556,160.44775
4.04,-72.95488,160.47328
1.67,-72.95488,160.47328
2.31,-72.95488,160.47328
10.92,-72.95583,160.54028
3.18,-72.95583,160.43833
165.7,-72.95645,160.44392
2.69,-72.95472,160.44444
17.41,-72.95506,160.43796
2.85,-72.9556,160.43857
2.38,-72.95278,160.52694
3.06,-72.98167,160.43778
2.66,-72.98972,160.40778
9.62,-72.95833,160.5125
10.81,-72.9525,160.50528
80.43,-72.9525,160.43
0.92,-72.99167,160.40889
0.68,-72.98972,160.40778
15.23,-72.98972,160.40778
4.03,-72.98972,160.40722
19.19,-72.98889,160.40778
6.1,-72.98717,160.40467
16.6,-72.943,160.50983
1.02,-72.98972,160.40778
8.6,-72.98717,160.40433
2.26,-72.95556,160.43417
3.09,-72.98972,160.40722
13.9,-72.95417,160.43639
13.0,-72.95472,160.44
2.2,-72.98917,160.40861
0.9,-72.95417,160.43639
13.1,-72.95267,160.50117
23.9,-72.95389,160.43361
8.4,-72.95267,160.5535
14.2,-72.95067,160.50833
3.6,-72.987,160.40733
0.8,-72.95333,160.44028
0.2,-72.95278,160.44139
2.9,-72.94944,160.465
28.2,-72.95333,160.5225
15.6,-72.95222,160.51778
26.1,-72.955,160.52806
5.1,-72.96778,160.4775
1.0,-72.98944,160.4125
1.3,-72.98833,160.40694
2.6,-72.98972,160.40667
11.3,-72.95333,160.47778
9.1,-72.98917,160.40556
5.6,-72.99417,160.3975
3.5,-72.99139,160.40444
3.5,-72.99306,160.41028
297.8,-72.98778,160.42167
8.1,-72.985,160.50333
12.1,-72.97639,160.55111
13700.0,32.83333,-102.73333
160000.0,-28.86667,-60.2
5116.0,33.86333,-103.34667
10000.0,-24.5,115.18333
979.5,-82.5,155.5
62.8,-82.5,155.5
89.2,-82.5,155.5
12.4,-82.5,155.5
148.0,41.96667,2.81667
20.8,30.65833,12.30667
147000.0,-30.38333,147.2
436.0,49.87361,6.50556
13.0,56.25,-3.16667
2132.3,37.435,-98.31833
2990.5,-86.71667,-141.5
2006.4,-86.71667,-141.5
1173.7,-86.71667,-141.5
914.2,-86.71667,-141.5
550.4,-86.71667,-141.5
444.1,-86.71667,-141.5
372.8,-86.71667,-141.5
204.5,-86.71667,-141.5
79.1,-86.71667,-141.5
100.8,-86.71667,-141.5
20.2,-86.71667,-141.5
7296.7,-86.71667,-141.5
735.4,-86.71667,-141.5
721.9,-86.71667,-141.5
82.1,-86.71667,-141.5
120.1,-86.71667,-141.5
116.9,-86.71667,-141.5
140.3,-86.71667,-141.5
530.0,-86.71667,-141.5
1130.7,-86.71667,-141.5
1201.9,-86.71667,-141.5
512.8,-86.71667,-141.5
341.8,-86.71667,-141.5
315.4,-86.71667,-141.5
81.3,-86.71667,-141.5
62.7,-86.71667,-141.5
542.6,-86.71667,-141.5
594.1,-86.71667,-141.5
171.9,-86.71667,-141.5
67.9,-86.71667,-141.5
51.9,-86.71667,-141.5
20.6,-86.71667,-141.5
91.8,-86.71667,-141.5
42.4,-86.71667,-141.5
20.8,-86.71667,-141.5
20.7,-86.71667,-141.5
40.4,-86.71667,-141.5
26.7,-86.71667,-141.5
89.5,-86.71667,-141.5
48.0,-86.71667,-141.5
5.8,-86.71667,-141.5
17.4,-86.71667,-141.5
26.2,-86.71667,-141.5
17.5,-86.71667,-141.5
19.6,-86.71667,-141.5
22.4,-86.71667,-141.5
2.7,-86.71667,-141.5
9.8,-86.71667,-141.5
3.6,-86.71667,-141.5
6.7,-86.71667,-141.5
21.2,-86.71667,-141.5
33.9,-86.71667,-141.5
29.3,-86.71667,-141.5
10.8,-86.71667,-141.5
4.9,-86.71667,-141.5
21.0,-86.71667,-141.5
13.1,-86.71667,-141.5
11300.0,30.31167,-86.16667
414.0,27.03056,26.67444
1.5,25.16667,25.66667
7.8,25.28317,25.60833
62.26,25.43617,25.4865
128.91,26.62533,26.19833
146.04,26.82583,27.14233
128.63,26.8235,27.1415
6.5,25.34583,25.498
3821.6,-85.66667,175.0
1450.4,-85.66667,175.0
2420.1,-85.66667,175.0
246.8,-85.66667,175.0
355.3,-85.66667,175.0
1194.5,-85.66667,175.0
1014.0,-85.66667,175.0
682.3,-85.66667,175.0
641.4,-85.66667,175.0
451.5,-85.66667,175.0
360.9,-85.66667,175.0
258.9,-85.66667,175.0
353.3,-85.66667,175.0
75.1,-85.66667,175.0
138.3,-85.66667,175.0
92.8,-85.66667,175.0
86.4,-85.66667,175.0
14.4,-85.66667,175.0
75.7,-85.66667,175.0
30.5,-85.66667,175.0
88.6,-85.66667,175.0
89.7,-85.66667,175.0
72.3,-85.66667,175.0
2.11,-73.09222,75.19333
2.5,-73.09361,75.19056
2.69,-73.08583,75.20833
8.09,-73.08389,75.20833
12.0,-73.075,75.25528
8.5,-73.00028,75.20222
3.13,-72.99972,75.20972
12.1,-73.01722,75.25556
3.01,-72.99889,75.19722
2.33,-72.99694,75.22306
4.51,-72.99889,75.20417
37.3,-72.99528,75.20444
1.31,-72.99444,75.205
5.77,-72.99028,75.27778
8.7,-72.99639,75.21694
2.07,-73.00222,75.28306
4.56,-73.00361,75.25139
1.26,-72.99583,75.20667
131.2,-72.99444,75.20417
2.59,-72.99417,75.20444
4.23,-72.99667,75.21806
1.73,-72.97917,75.25806
14.5,-72.97833,75.25889
3.39,-72.97778,75.26
4.79,-72.9775,75.26083
11.7,-72.98139,75.26389
51.7,-72.98222,75.26583
1.96,-72.97778,75.26167
2.9,-72.9775,75.26528
1.6,-72.98056,75.26417
3.72,-72.97833,75.26056
11.5,-72.97806,75.26333
0.55,-72.9775,75.264167
37.8,-72.97861,75.25917
0.52,-72.9925,75.206389
38.3,-72.9925,75.20639
78.3,-72.9925,75.20639
0.68,-72.9925,75.206389
0.8,-72.9925,75.20639
1.22,-72.9925,75.206389
1.05,-72.9925,75.20639
1.28,-72.9925,75.2064
16.5,-72.99167,75.22222
17.3,-72.9833,75.2142
14.9,-72.9881,75.2167
1.35,-72.983056,75.229167
0.44,-72.9831,75.2292
72.9,-72.98306,75.22917
24.0,-72.983056,75.229167
14.4,-72.98306,75.22917
9.96,-72.98306,75.22917
8.43,-72.983056,75.229167
1.77,-72.983056,75.229167
1.54,-72.983056,75.229167
1.2,-72.98306,75.22917
0.84,-72.983056,75.229167
0.89,-72.983056,75.229167
0.68,-72.983056,75.229167
1.36,-72.988333,75.201389
68.7,-72.989722,75.2175
3.27,-72.978889,75.260833
0.6,-72.98361,75.24583
0.45,-72.98361,75.24583
12.9,-72.93528,75.32472
60.5,-72.93472,75.31667
82.1,-72.93472,75.31583
80.6,-72.94222,75.29028
186.2,-72.95889,75.28
88.91,-72.93472,75.32028
96.36,-72.93611,75.31361
54.14,-72.93639,75.31417
13.69,-72.93417,75.32222
24.36,-72.93333,75.33528
112.54,-72.93417,75.32583
67.42,-72.96583,75.23
16.49,-72.93556,75.29833
13.59,-72.825,75.35667
371.1,-72.94167,75.2775
26.72,-72.77528,75.32472
2.17,-72.77417,75.33167
1.85,-72.793889,75.281944
1.2,-72.783333,75.281944
0.55,-72.783611,75.2975
0.46,-72.78556,75.29583
0.44,-72.78917,75.28583
1.0,-72.7914,75.2997
1.53,-72.7825,75.32639
0.81,-72.79,75.29972
6.46,-72.77417,75.33111
2.58,-72.77389,75.33361
0.47,-72.7775,75.33528
2.59,-72.774444,75.345556
0.99,-72.773611,75.322222
1.47,-72.79,75.29639
1.15,-72.79028,75.2975
2.19,-72.789722,75.284444
35.11,-72.77444,75.33333
41.78,-72.77389,75.32389
2.44,-72.774722,75.330833
1.06,-72.777222,75.338889
0.63,-72.77722,75.33917
0.47,-72.77861,75.33083
1.22,-72.781944,75.322222
0.52,-72.77833,75.32611
1.59,-72.775278,75.338056
2.43,-72.7753,75.3381
1.5,-72.7753,75.3381
0.83,-72.77778,75.32806
0.88,-72.777778,75.33
1.09,-72.777778,75.330278
0.45,-72.7781,75.3261
0.44,-72.7781,75.3264
0.89,-72.778056,75.3275
0.55,-72.776944,75.323333
0.67,-72.77694,75.32361
0.45,-72.7769,75.3264
0.59,-72.776944,75.327222
0.46,-72.7775,75.3336
0.56,-72.7775,75.334167
0.48,-72.7775,75.3344
0.47,-72.7775,75.33556
3.07,-72.7764,75.3197
2.6,-72.776389,75.32
1.55,-72.77639,75.32056
2.13,-72.77306,75.345
1.8,-72.7739,75.3417
1.8,-72.773889,75.342222
0.59,-72.776389,75.348333
0.54,-72.77917,75.31056
1.08,-72.77889,75.31111
8.36,-72.774722,75.330556
0.48,-72.77361,75.32028
1.53,-72.781111,75.286944
0.8,-72.78028,75.28167
3.49,-72.774722,75.322222
2.48,-72.774722,75.325
1.34,-72.773333,75.3525
10.38,-72.77389,75.32694
0.48,-72.77389,75.32778
1.8,-72.77444,75.32167
0.48,-72.77444,75.32222
0.44,-72.77444,75.3225
1.84,-72.775,75.340556
0.55,-72.775,75.340833
0.48,-72.7756,75.3278
0.97,-72.7756,75.3283
2.59,-72.775556,75.329444
0.81,-72.774444,75.318333
0.48,-72.7744,75.3192
0.67,-72.77417,75.33167
1.5,-72.7728,75.3186
1.08,-72.7731,75.3247
1.09,-72.773889,75.342222
0.98,-72.773889,75.3425
1.08,-72.7744,75.3069
0.59,-72.7733,75.3369
0.47,-72.77333,75.33833
1.05,-72.78278,75.27861
0.68,-72.780556,75.286944
0.63,-72.78139,75.27944
0.65,-72.78139,75.27944
1.58,-72.781389,75.279444
4.13,-72.775,75.330556
0.68,-72.775278,75.329167
1.01,-72.773333,75.326944
0.6,-72.7739,75.3333
0.63,-72.7739,75.3333
0.64,-72.773889,75.333333
1.8,-72.77389,75.335
1.06,-72.773889,75.335556
0.68,-72.773889,75.336111
1.85,-72.774722,75.313333
0.88,-72.775,75.30556
0.61,-72.775,75.305833
7.93,-72.775,75.317778
3.91,-72.77472,75.32306
2.11,-72.774722,75.325
2.12,-72.774444,75.319444
4.18,-72.774444,75.32
0.7,-72.774444,75.322222
0.59,-72.77444,75.32278
0.48,-72.77444,75.32278
1.0,-72.77417,75.31556
1.16,-72.773889,75.32
0.61,-72.773889,75.322222
0.55,-72.773611,75.343611
0.64,-72.773611,75.344722
0.47,-72.77361,75.34667
0.45,-72.7739,75.3281
0.56,-72.77333,75.32222
0.9,-72.773333,75.323611
1.16,-72.775833,75.314722
0.61,-72.775833,75.314722
1.52,-72.77444,75.32167
1.19,-72.7744,75.3236
0.59,-72.7742,75.3186
1.83,-72.77417,75.31944
9.8,-72.7739,75.3394
0.88,-72.77389,75.33944
0.48,-72.7739,75.3394
0.46,-72.77389,75.33972
0.65,-72.77333,75.33861
0.68,-72.773333,75.338611
0.6,-72.7733,75.3386
0.46,-72.7736,75.32
0.67,-72.77361,75.32028
0.82,-72.773611,75.320278
0.6,-72.77361,75.32028
0.46,-72.7736,75.3203
0.45,-72.98417,75.24639
0.48,-72.98361,75.25222
200.2,-72.981944,75.246389
1.07,-72.9825,75.250278
0.38,-72.775,75.32972
40.5,-73.0,75.2
4.58,-73.11361,75.20444
2.88,-73.07611,75.26
3.58,-73.074444,75.180278
68.63,-72.99306,75.20722
3.49,-72.99556,75.20611
24.27,-72.99056,75.22778
3.24,-72.99611,75.18722
1.18,-73.09111,75.16111
1.33,-73.086111,75.234167
3.49,-73.00306,75.17333
8.88,-72.98972,75.20583
4.97,-73.00056,75.19056
8.76,-72.9925,75.23361
111.5,-72.965,75.22722
174.56,-72.93689,75.2974
6.34,-72.93722,75.29722
0.5,-72.97778,75.19583
4.98,-72.99528,75.2744
2.41,-72.99361,75.27361
2.47,-72.98611,75.21
1.54,-72.986667,75.183889
12.5,-72.98389,75.2456
1.29,-72.984167,75.245278
1.82,-72.98389,75.24556
163.69,-72.93278,75.32167
2.87,-72.948889,75.319167
4680.0,-72.935556,75.313056
12.26,-72.93389,75.30972
3.2,-72.93694,75.29444
5.2,-72.935278,75.321944
3.27,-72.929444,75.338611
2.16,-72.998889,75.197222
7.21,-72.93361,75.30889
4.22,-72.93417,75.32
462.6,-72.82944,75.27861
6.06,-72.93778,75.31389
2.13,-72.77944,75.32361
12.22,-72.77778,75.32139
2.41,-72.78139,75.30194
1.69,-72.77417,75.33611
0.82,-72.774722,75.336667
